,reviewContent,rating,clean_teks
9952,"Barang kw di jual rugi saya beli ,,kalau mau jual barang jangan jual harga tolong jaga kwalitas kapok saya beli",1,barang kw di jual rugi saya beli kalau mau jual barang jangan jual harga tolong jaga kwalitas kapok saya beli
9953,gak bisa error boy,1,gak bisa error boy
9954,"Beli 2, dua duanya ga kebaca...! Barang kaya gitu kok dijual...! Kasian konsumen...! Kapok...!",1,beli dua dua ga baca barang kaya gitu kok jual kasi konsumen kapok
9958,jelek,1,jelek
9969,Saya pesen yg 16gb tapi yang saya terima 4gb mohon tanggung jawabnya saya kecewa banget pesanan dr 16gb jd 4gb jauh banget bedanya....,1,saya sen yg gb tapi yang saya terima gb mohon tanggung jawab saya kecewa banget pesan dr gb jd gb jauh banget beda
9970,Pesan 16 GB yg datang 32 GB dan kapasitasnya real 1 GB.. Tidak rekomendasi... Harap Lazada menindak lanjuti,1,pesan gb yg datang gb dan kapasitas real gb tidak rekomendasi harap lazada tindak lanjut
9971,Apa krn harga tidak pernah boong...suka banget file di simpan fd ini tidak terbaca dan minta di format melulu.... :(,1,apa krn harga tidak pernah boongsuka banget file di simpan fd ini tidak baca dan minta di format melulu
9974,mengecewakan tuk video ga bisa...,2,kecewa tuk video ga bisa
9975,gk bisa dipake,1,gk bisa dipake
9976,Baru beli uda rusak. Filenya langsung jadi karakter aneh. Untung filenya ngak di cut,2,baru beli uda rusak filenya langsung jadi karakter aneh untung filenya ngak di cut
9977,nyesel..tidak bisa dipakai.,1,nyeseltidak bisa pakai
9979,"Tanya jwb oke. Wkt order dibatalkan, gmna sih.. ga profesional",1,tanya jwb oke wkt order batal gmna sih ga profesional
9993,"Gimana nih barang udah sebulan lebih gak datang2....status di lazada pun belum di proses di kirim....please follow up, lazada team...",1,gimana nih barang udah bulan lebih gak datangstatus di lazada pun belum di proses di kirimplease follow up lazada team
9996,bisa Di Ganti Mi Sama Flash yang Lain cuman flash Distnya Saja Min,1,bisa di ganti mi sama flash yang lain cuman flash distnya saja min
10007,fisik dalam tidak memakai Hdd toshiba tapi memakai Hdd Hitachi  size cocok 2T..  sedikit kecewa.. soal fisiknya yng g pakai Hdd Toshiba dan Harganya sekarang itu loh kok malah diturunkan,2,fisik dalam tidak pakai hdd toshiba tapi pakai hdd hitachi size cocok t sedikit kecewa soal fisik yng g pakai hdd toshiba dan harga sekarang itu loh kok malah turun
10016,"pesanan saya  kemarin sudah saya terima, tetapi ternyata tidak bisa dipakai di windows xp. tidak sesuai spec.",1,pesan saya kemarin sudah saya terima tetapi nyata tidak bisa pakai di windows xp tidak sesuai spec
10033,"Pelayanannya bagus sih, cuman produknya yang gak bagus..",2,layan bagus sih cuman produk yang gak bagus
10036,"kualitas bagus ,pengiriman nya juga cukup baik",1,kualitas bagus kirim nya juga cukup baik
10037,Untuk harga laptop yg ini bener harga nya segini gak?,1,untuk harga laptop yg ini bener harga nya gin gak
10112,"mohon maaf,, knapa fd ini kok mau copy file 1,5gb di fd langsung corrupt... pdhl file saya copy enggk corupt tuh . dan kalau mau eject gk ada tulisan merk ""toshiba"" atau ""transcend"" ini kok ""Flash Disk""... kecewa saya pdhl fd nya 16 gb tpi copy file 1 gb lebih tdk bsa...",1,mohon maaf knapa fd ini kok mau copy file gb di fd langsung corrupt pdhl file saya copy enggk corupt tuh dan kalau mau eject gk ada tulis merk toshiba atau transcend ini kok flash disk kecewa saya pdhl fd nya gb tpi copy file gb lebih tdk bsa
10115,"flashdisk nya KW, nyimpan satu film saja gak bisa, masukin data klau kebanyakn file gak kebaca ""eror""",1,flashdisk nya kw nyimpan satu film saja gak bisa masukin data klau kebanyakn file gak baca eror
10116,barang palsu. kapasitas hanya 512mb,1,barang palsu kapasitas hanya mb
10120,"Usb ga guna setiap, di masukin data malah ilang semua asuuu",1,usb ga guna tiap di masukin data malah ilang semua asuuu
10122,"produk yang saya terima rusak, dida dapat digunakan untuk menyimpan data.",1,produk yang saya terima rusak dida dapat guna untuk simpan data
10123,Barang yang datang rusak,1,barang yang datang rusak
10125,mantap joy...,1,mantap joy
10130,bosok,1,bosok
10133,Tolong Pesanan Saya Di Batalkan Okeee,2,tolong pesan saya di batal okeee
10137,kecewa gk bisa di pakai buang buang duit,1,kecewa gk bisa di pakai buang buang duit
10153,Terkirim artinya sudah terkirim ? Atau sudah di terima ? Saya tak ada di rumah....Jadi yg menerima siapa ya?,1,kirim arti sudah kirim atau sudah di terima saya tak ada di rumahjadi yg terima siapa ya
10154,tidak berfungsi alias mati total sudah dibuang ga kepakai,1,tidak fungsi alias mati total sudah buang ga pakai
10156,kapasitas flasdisk yang anda kirim tidak sesuai dan juga tidak bisa digunakan,1,kapasitas flasdisk yang anda kirim tidak sesuai dan juga tidak bisa guna
10158,wrn ungu?,1,wrn ungu
10162,Jangan dibeli,1,jangan beli
10163,terimakasih pesanan cepat sampai,2,terimakasih pesan cepat sampai
10174,"Barangnya nggak nyampe di saya, saya bayar via transfer bank, tapi yaudalah karena cuma 7 ribu rupiah gimana minta refund nya :')",1,barang nggak nyampe di saya saya bayar via transfer bank tapi yaudalah karena cuma ribu rupiah gimana minta refund nya
10203,Pesan Tgl 15 baru dikirim tgl 20 padahal lagi butuh banget Kemudian pas sampe kaget banget beli 2 laptop di jadiin 1 wrap bubble alhasil kardus penyok2 parahh. Beli laptop 17 jutaan 2 biji berasa beli barang murahan. Untungnya laptop gak kenapa2 dan bekerja dengan baik,2,pesan tgl baru kirim tgl padahal lagi butuh banget kemudian pas sampe kaget banget beli laptop di jadiin wrap bubble alhasil kardus penyok parahh beli laptop juta biji asa beli barang murah untung laptop gak kenapa dan kerja dengan baik
10233,hardisknya rusak baru di pake 3 bulan,1,hardisknya rusak baru di pake bulan
10252,barangnya sudah saya terima,1,barang sudah saya terima
10288,bad,1,bad
10389,kesimpulan kecewa,1,simpul kecewa
10391,Lazada atau penjuannya yg koplak! Barang belum diterima dibilang sudah diterima!,1,lazada atau juan yg koplak barang belum terima bilang sudah terima
10437,Mgkn krn produk negeri luar ya...sy nrimanya agak lama...,1,mgkn krn produk negeri luar yasy nrima agak lama
10438,ntbk ungu ad?,1,ntbk ungu ad
10461,"kemasannya rapi, persis asli.  pas dipakai lsg minta format.. dan sukses. bs copy file. tp semua file yg msk k flashdisk jd error... Not recommended.. Sorry.",1,kemas rapi persis asli pas pakai lsg minta format dan sukses bs copy file tp semua file yg msk k flashdisk jd error not recommended sorry
10462,Ini Barang PALSU!!!,1,ini barang palsu
10463,Baru nyimpen dikit dah rusak datanya..,2,baru nyimpen dikit dah rusak data
10465,"Flashdisk tidak bisa di gunakan semuanya rusak. Penipu, bangsat. Jangan kalian beli lagi diperjuangkan ini. KECEWA. BELI 4 SEMUANYA RUSAK.",2,flashdisk tidak bisa di guna semua rusak tipu bangsat jangan kalian beli lagi juang ini kecewa beli semua rusak
10466,Kenapa barang saya belum datang ya? Katanya terakhit tanggal 5 Desember,2,kenapa barang saya belum datang ya kata terakhit tanggal desember
10469,Ori gak gan .,1,ori gak gan
10470,"Beli 2,  baru 1 yg saya coba... ternyata nyimpan file gak semuanya ke copy dan ada sebagaian file corupt. Saya rasa kapasitas tidak sesuai dgn tertera walo di cek itu yg tertera.. saya coba partisi ulang ternyata emang ia, emang yg bisa kepake hanya 270mb dari semula 8gb... yg satu lagi jadi saya pajangin aja buat hiasan dinding masih  tersegel karna sudah males bukanya...baru kali ini kayanya saya agak kecewa belanja di sini..",1,beli baru yg saya coba nyata nyimpan file gak semua ke copy dan ada bagai file corupt saya rasa kapasitas tidak sesuai dgn tera walo di cek itu yg tera saya coba partisi ulang nyata emang ia emang yg bisa kepake hanya mb dari mula gb yg satu lagi jadi saya pajangin aja buat hias dinding masih segel karna sudah males bukanyabaru kali ini kaya saya agak kecewa belanja di sini
10471,Pertama colok masa flashdisk udah error trus gak bisa dibuat bootable dan format . Akh kacau lah,2,pertama colok masa flashdisk udah error trus gak bisa buat bootable dan format akh kacau lah
10472,"Saya simpan data di fd tersimpan dengan baik, kabel otg nya bagus dapat terkoneksi denan baik ke hp",1,saya simpan data di fd simpan dengan baik kabel otg nya bagus dapat koneksi den baik ke hp
10473,tdk sesuai deskripsinya 8gb,1,tdk sesuai deskripsi gb
10474,Data saya ilang semua belum seminggu di pake udah kaya gini,1,data saya ilang semua belum minggu di pake udah kaya gin
10475,Kemasannya baru tapi isinya agak kusut. Kemasan tidak ada Stiker Warantynya.,2,kemas baru tapi isi agak kusut kemas tidak ada stiker warantynya
10476,Ini flashnya giman sih buat nyimpen file bisa tapi pas mau buka file gag bisa terus.,1,ini flashnya gim sih buat nyimpen file bisa tapi pas mau buka file gag bisa terus
10505,kecewa sekali,1,kecewa sekali
10508,"Barang sudah nyampe dengan selamat, setelah di coba barangnya sesuai dengan gambar...",2,barang sudah nyampe dengan selamat telah di coba barang sesuai dengan gambar
10543,Gan pesanan saya atas nama Yulia tolong di batalkan y.  Terimakasih,1,gan pesan saya atas nama yulia tolong di batal y terimakasih
10549,Barang sudah terbuka kedua ya..apakah barang bekas..?saya gak mau,1,barang sudah buka dua yaapakah barang bekassaya gak mau
10555,Katanya produk ori tapi kemasannya udah pernah dibuka sebelumnya pake cutter dibagian belakang.,2,kata produk ori tapi kemas udah pernah buka belum pake cutter bagi belakang
10559,Kecewa 1 rusak,1,kecewa rusak
10563,pengirimannya lama..  sampe sekarang belom terima... plis koreksi lagi soal kirimannya ...,1,kirim lama sampe sekarang bom terima plis koreksi lagi soal kirim
10598,"Sudah blanja, malah minta uang dibelakang. yaudah mending dibatalkan aja.",1,sudah blanja malah minta uang belakang yaudah mending batal aja
10632,"Pesanan saya di batalkan secara tiba2,uang sudah ditransfer, gimana cara pengembalian uangny?",1,pesan saya di batal cara tibauang sudah transfer gimana cara kembali uangny
10634,"Saya mau mengajukan kredit,caranya seperti apa,085692294155,terima kasih",2,saya mau aju kreditcaranya seperti apaterima kasih
10636,Kirim ke surabaya knp gak bisa ya ..?,2,kirim ke surabaya knp gak bisa ya
10676,"Tidak bisa,dipakai alias rusak",1,tidak bisadipakai alias rusak
10681,Hard disk cover tidak sesuai deakripsi produk. hard disk nya bener 2.5 inch tapi cas hardisk dikirim yang 3.5 inch,1,hard disk cover tidak sesuai deakripsi produk hard disk nya bener inch tapi cas hardisk kirim yang inch
10730,Produk tidak berfungsi dengan baik,1,produk tidak fungsi dengan baik
10744,up 4 T barangnya up: 2T LEMOOOT dan cepet panaaassss..... gak Recomended.,1,up t barang up t lemooot dan cepet panaaassss gak recomended
10825,bagus,1,bagus
10880,"kecewa,sdh sy terima brgnya..tadi gk yakin dgn hrg segitu Rp 90.800 plus dpt bonus kabel OTG..sdgkan hrg dipasaran sekitar 120an ribu..tidak sesuai! Baru skrg sy belanja di Lazada dpt barang rongsokan",1,kecewasdh sy terima brgnyatadi gk yakin dgn hrg segitu rp plus dpt bonus kabel otgsdgkan hrg pasar sekitar an ributidak sesuai baru skrg sy belanja di lazada dpt barang rongsok
10881,"Saya ingin mengbalikan flashdisk,  karna gak berfungsi sma skli..  Tolong saya ingin mengganti baramg tersebut,  dan kirim alamt toko anda agar saya bisa mngrmkn kmbali",1,saya ingin mengbalikan flashdisk karna gak fungsi sma skli tolong saya ingin ganti baramg sebut dan kirim alamt toko anda agar saya bisa mngrmkn kmbali
10882,Kecewa deh hadeh,1,kecewa deh hadeh
10908,"Sy pesan warna merah tp dikirim warna biru, dan segelnya sdh tergunting/terbuka. Barang sdh dites dan works",1,sy pesan warna merah tp kirim warna biru dan segel sdh terguntingterbuka barang sdh tes dan works
10923,ukuran 32gb tpi ngisi data yg 8gb ajjh gk muat krna udh bnyk virus pdhl di pke jg blm .. mhl doank .. pas saya nyimpen fto bkn nya kesimpen mlh ilang smuaa!! nyesell bli ..,1,ukur gb tpi ngisi data yg gb ajjh gk muat krna udh bnyk virus pdhl di pke jg blm mhl doank pas saya nyimpen fto bkn nya kesimpen mlh ilang smuaa nyesell bli
10946,"Saya pesan warna hitam, yang datang warna putih. kecewa. gak sesuai ekspektasi",1,saya pesan warna hitam yang datang warna putih kecewa gak sesuai ekspektasi
11069,"Uangnya ud d transfer , stlah itu dbatalin krna stock tidak ada.. dr harbolnas smp tgl 22 des 2017 blm ada pengembalian uang. Ud 10 hari dan asli prosesnya ribed ... kaco !!!",1,uang ud d transfer stlah itu dbatalin krna stock tidak ada dr harbolnas smp tgl des blm ada kembali uang ud hari dan asli proses ribed kaco
11104,"pertama dalemnya udh ada isinya, pas pertama di colok ke laptop langsung remuk flashdisknya wkwkwkwkwk top barang KW",1,pertama dalem udh ada isi pas pertama di colok ke laptop langsung remuk flashdisknya wkwkwkwkwk top barang kw
11110,BARANG NYA GK BAGUS.,1,barang nya gk bagus
11112,"sumpah kecewa banget sama lazada, baru kemarin beli flashdisk, ini dipakai buat copy, tpi filenya gk muncul, cuma shortcutnya doang, gak sebanding dngn harganya yng mahal,",1,sumpah kecewa banget sama lazada baru kemarin beli flashdisk ini pakai buat copy tpi filenya gk muncul cuma shortcutnya doang gak banding dngn harga yng mahal
11139,"Seller menolak pesanan. Padahal sudah ditransfer. Harus nunggu 1-2 Minggu lagi sampai pengembalian Dana selesai diproses. Lain Kali kalau Pengiriman Gratisnya untuk daerah jabodetabek bukan hanya dijudul ditulis Besar, juga dipengaturanya, jadi ga PHPin pembeli.",1,seller tolak pesan padahal sudah transfer harus nunggu minggu lagi sampai kembali dana selesai proses lain kali kalau kirim gratis untuk daerah jabodetabek bukan hanya judul tulis besar juga dipengaturanya jadi ga phpin beli
11157,sebagian data tidak terbaca!!!,1,bagi data tidak baca
11158,Otg nyah tida berguna sama sekalih,1,otg nyah tida guna sama kalih
11182,"tampilan biasa lebih enak.. terus knp y ram 4gb tapi kadang"" bisa keluar sndiri aplikasi ny ? xiaomi yg 3gb aj gak kyk gtu",2,tampil biasa lebih enak terus knp y ram gb tapi kadang bisa keluar sndiri aplikasi ny xiaomi yg gb aj gak kyk gtu
11185,Berapa lama di kirim nya,2,berapa lama di kirim nya
11187,Warna hitam ada ?,2,warna hitam ada
11238,Pesan merah kasih hitam Tipis gimana mau shockproof Kebesaran. Ini case buat nds XL kayanya yg dikirim.,2,pesan merah kasih hitam tipis gimana mau shockproof besar ini case buat nds xl kaya yg kirim
11241,"Barangnya kurang memuaskan, yang diminta merah eh yg sampai warna biru dan gak sesuai dg keinginan",1,barang kurang muas yang minta merah eh yg sampai warna biru dan gak sesuai dg ingin
11242,Bagaimana ya ini,2,bagaimana ya ini
11243,Duh gimana sih ni toko pesen merah dateng biru :) tolong yg bener dong ke konsumen. Parah bgt,1,duh gimana sih ni toko sen merah dateng biru tolong yg bener dong ke konsumen parah bgt
11246,"Warna salah, ukuran barang kegedean (ga cocok untuk hdd 2.5""). Sesuai lah sm harganya",2,warna salah ukur barang gede ga cocok untuk hdd sesuai lah sm harga
11312,"Pesanan sy belum smpai juga, pdhal sudah sy byr ,sdh hampir 3 hari blm juga dikirm.",1,pesan sy belum smpai juga pdhal sudah sy byr sdh hampir hari blm juga dikirm
11480,Dikirim produk yg beda. Mau retur males ribet.,2,kirim produk yg beda mau retur males ribet
11485,Kecewa sama pihak lazada. Pengiriman melewati jauh estimsi waktu sampai 15 hari. Pihak lazada telah membatalkan melalui email sehingga saya memesan kembali malahan yang datang 2 produk. Semakin lama semakin buruk lazada,1,kecewa sama pihak lazada kirim lewat jauh estimsi waktu sampai hari pihak lazada telah batal lalu email sehingga saya mes kembali malah yang datang produk makin lama makin buruk lazada
11497,statusnya barang telah diterima kemarin. tapi diterima di siapa? saya dan org rumah saya gak merasa menerima barangnya. sedangkan saya dari kemarin pun ada dirumah.,1,status barang telah terima kemarin tapi terima di siapa saya dan org rumah saya gak rasa terima barang sedang saya dari kemarin pun ada rumah
11535,"kurang bagus, bahan terbuat dari aluminium bukan stainles, terkesan kurang kokoh,",2,kurang bagus bahan buat dari aluminium bukan stainles kes kurang kokoh
11681,barang tidak sampai,1,barang tidak sampai
11724,"Ini kan smart tv,tapi kok tidak ada keyboard nya ?? ya bagaimana mau operasikan fungsinya sbg smart tv? Tolong direspons,saya kecewa sekali jadi mesti ttp keluar uang lagi dongg utk beli keyboardnya,kapokkk beli alat elektronik di Lazada terutama dari Permata Elektronik",1,ini kan smart tvtapi kok tidak ada keyboard nya ya bagaimana mau operasi fungsi sbg smart tv tolong diresponssaya kecewa sekali jadi mesti ttp keluar uang lagi dongg utk beli keyboardnyakapokkk beli alat elektronik di lazada utama dari permata elektronik
11736,"awal nya sih senang uda datang hardisk ini, ehhh ternyata kagak terbaca di laptop maupun di PC.  untung nya bisa di return dan uang pun balik.",1,awal nya sih senang uda datang hardisk ini ehhh nyata kagak baca di laptop maupun di pc untung nya bisa di return dan uang pun balik
11738,"Warna Salah Kirim. tanpa konfirmasi. begitu ditanya ktnya udah ditelpon, yg padahal tidak ada bukti telpon. ditanyakan masalah garansi tidak ada jawaban. krn barang yg saya terima no segel, no warranty stiker/no waranty card. kalaupun warranty dalam bentuk lain hendaknya diberitahukan kpd customer. & semoga barangnya tidak ada masalah.",1,warna salah kirim tanpa konfirmasi begitu tanya ktnya udah telpon yg padahal tidak ada bukti telpon tanya masalah garansi tidak ada jawab krn barang yg saya terima no segel no warranty stikerno waranty card kalaupun warranty dalam bentuk lain hendak diberitahukan kpd customer moga barang tidak ada masalah
11833,"Kalo barang ny rusak manding gak usah di jadiin bonus,mengecewakan",1,kalo barang ny rusak manding gak usah di jadiin bonusmengecewakan
11865,"Barang rusak, file didalam tidak bisa di baca.",1,barang rusak file dalam tidak bisa di baca
11866,"saya tidak merekomendasikan sama sekali ,setelah saya coba ternyata tidak berfungsi tidak terbaca diPC maupun laptop semoga yg lain tidak dirugikan seperti saya!",1,saya tidak rekomendasi sama sekali telah saya coba nyata tidak fungsi tidak baca dipc maupun laptop moga yg lain tidak rugi seperti saya
11867,Barang udah rusak di jual buat copy data tambah hilang semua tolong buat lazada kalo ada yg jual bikin kecewa seperti ini segera di blokir bikin image lzada jadi jelek,1,barang udah rusak di jual buat copy data tambah hilang semua tolong buat lazada kalo ada yg jual bikin kecewa seperti ini segera di blokir bikin image lzada jadi jelek
11868,"Barang dari toko ini jarang nyampek, astaghfirullah sampai Saat ini Punya saya masih di proses. Hati Hati aja sekarang kalau belanja disini",1,barang dari toko ini jarang nyampek astaghfirullah sampai saat ini punya saya masih di proses hati hati aja sekarang kalau belanja sini
11869,"Flesdis ga berfungsi simpen foto ga kebaca nyimpel lagu ga kebaca video jga ga bisa buat apa jual flesdis ga ada gunanya ni flesdis hati"" ketipu cukup gw aja yg ketipu ga guna ni flesdis",1,flesdis ga fungsi simpen foto ga baca nyimpel lagu ga baca video jga ga bisa buat apa jual flesdis ga ada guna ni flesdis hati tipu cukup gw aja yg tipu ga guna ni flesdis
11870,"Paan flasdisknya bener2 ga berfungsi, dan lagi ga mutu  Ga bgt dah. Yang lain jangan ketipu juga kyk akuu yah",1,paan flasdisknya bener ga fungsi dan lagi ga mutu ga bgt dah yang lain jangan tipu juga kyk akuu yah
11873,jangankan 32GB 1GB aja gak nyampek....koq bisa sih toko online sebesar lazada menerima seller seperti ini? sungguh sangat disayangkan.,1,jangan gb gb aja gak nyampekkoq bisa sih toko online besar lazada terima seller seperti ini sungguh sangat sayang
11877,"Saya membeli disini, merk sama dengan kapasitas 64Gb, ternyata palsu. Kapasitas aslinya hanya 4Gb.",1,saya beli sini merk sama dengan kapasitas gb nyata palsu kapasitas asli hanya gb
11878,gimana ini fd nya gak bisa membuka data  saya mau pulangin,1,gimana ini fd nya gak bisa buka data saya mau pulangin
11879,"GAK BISA COPY FILE, GAK BISA FORMAR NTFS, hanya bisa DIBANTING...!",1,gak bisa copy file gak bisa formar ntfs hanya bisa banting
11881,Beli Flash Disk yang dateng BOTOL MINUMAN,1,beli flash disk yang dateng botol minum
11882,"produk jelek, tiap diisi data ataupun video, tdk bisa dibaca. fake produk. not rekomended",1,produk jelek tiap isi data atau video tdk bisa baca fake produk not rekomended
11883,"Flashdisk rusak, tidak bisa diakses atau di format, MEMALUKAN INI TOKO...",1,flashdisk rusak tidak bisa akses atau di format malu ini toko
11884,Barang reject kok djual sih Gak terbaca setelah d pindah ke pc berikutnya,1,barang reject kok djual sih gak baca telah d pindah ke pc ikut
11885,"USB ini rusak, tidak dapat digunakan untuk menyimpan data. sudah di cek oleh IT kantor kami",1,usb ini rusak tidak dapat guna untuk simpan data sudah di cek oleh it kantor kami
11886,flashdisk gk bsa d pakai..isi paling 500 MB...kcwa bgt.....casing tok yg bgus,1,flashdisk gk bsa d pakaiisi paling mbkcwa bgtcasing tok yg bgus
11889,Gak ada guna.. Cm buang uang. Brli 2 gak bs dipake..,1,gak ada guna cm buang uang brli gak bs dipake
11890,dipake sehari langsung rusak,1,dipake hari langsung rusak
11891,BALIKIN DUIT GUE WOOOYYY PESEN APA YG DIKIRIM CHARGER HP!!!!!!,1,balikin duit gue woooyyy sen apa yg kirim charger hp
11892,Barang nya ga bisa berfungsi ga kebaca sama sekali,1,barang nya ga bisa fungsi ga baca sama sekali
11895,kadang terbaca.. kadang gak..,1,kadang baca kadang gak
11896,g bs d pakek,1,g bs d pakek
11897,"barang jelek ga sesuai, d isi file bnyk yg ga kebaca ada juga yg hilang",1,barang jelek ga sesuai d isi file bnyk yg ga baca ada juga yg hilang
11899,"barang tidak bagus, tidak sesuai dengan kapasitas. sangat mengecewakan",1,barang tidak bagus tidak sesuai dengan kapasitas sangat kecewa
11900,Gemebel gblk masa corup pas copy file najis tlol,2,gemebel gblk masa corup pas copy file najis tlol
11905,wkwkwk..  ternyata UDisk,1,wkwkwk nyata udisk
11906,Pesanan warna silver barang yang datang warna hitam,1,pesan warna silver barang yang datang warna hitam
11908,Jualnnya 32G tpi cuma buat ngesave 3G gk sampai 32G ini bagaimana.,1,jualnnya g tpi cuma buat ngesave g gk sampai g ini bagaimana
11910,"Harga murah, tapi kualitas barang kurang",1,harga murah tapi kualitas barang kurang
11912,"Flashdisk KW, gak bisa dipake.. tiap copy fildm jadi corupt",1,flashdisk kw gak bisa dipake tiap copy fildm jadi corupt
11914,"pengiriman cepat dah gitu aja, Terimakasih",2,kirim cepat dah gitu aja terimakasih
11916,"Kapok beli dilazada ,flashdisk merek hp 32gb,",1,kapok beli dilazada flashdisk merek hp gb
12012,Pesan tgl 8 sekarang blm d kirim malah pihak toko nya minta tambah uang...,1,pesan tgl sekarang blm d kirim malah pihak toko nya minta tambah uang
12013,flashdisknya tidak sesuai dengan pesanan dan tidak bisa di pakai sama sekali sya mohon bila flashdisk sudah rusak jgn di jual,1,flashdisknya tidak sesuai dengan pesan dan tidak bisa di pakai sama sekali sya mohon bila flashdisk sudah rusak jgn di jual
12017,Tulisannya doang 8gb tapi pas di buka cuma 2gb sangat kecewa,1,tulis doang gb tapi pas di buka cuma gb sangat kecewa
12032,"Ya harga menyesuaikan kualitas,  mohon barang ini dicek lagi sebelum dikirim... Kasian yg beli kalo hanya jadi gantungan kunci",1,ya harga sesuai kualitas mohon barang ini cek lagi belum kirim kasi yg beli kalo hanya jadi gantung kunci
12036,Flesdisk nya buat copy file di komputer enggak bisa dibukak.  Kecewa banget.  Merasa ditipu,2,flesdisk nya buat copy file di komputer enggak bisa dibukak kecewa banget rasa tipu
12037,Ga bisa copy file dan ga bisa diformat dari awal,1,ga bisa copy file dan ga bisa format dari awal
12038,gak nyala semua,1,gak nyala semua
12039,Otg nya gak bisa dipake,1,otg nya gak bisa dipake
12043,produknya ga bisa buat menginstal,1,produk ga bisa buat menginstal
12059,sangat kecewa baru saya terima barang nya kabel OTG sudah tidak bisa berpungsi/rusak barang bekas ko di jual,1,sangat kecewa baru saya terima barang nya kabel otg sudah tidak bisa berpungsirusak barang bekas ko di jual
12060,barangnya cepat sampai tapi pesanan saya yg 8 Gb kenapa yg dikirim 64 Gb?,2,barang cepat sampai tapi pesan saya yg gb kenapa yg kirim gb
12076,"Pengiriman lama. pada estimasi sebelumnya akan sampai hari senin 04 Feb '19 tapi ada notif pesanan di batalkan, kemudian pesanan berubah schedule pengiriman tgl 05-09 Feb '19. Dan sampainya PAS hari sabtu 09 Feb '19. Review barang. saya beli yg 16GB free 8GB. tapi sayang 16GB sudah di pakai, dan di dalamnya sudah ada isi photo orang yang lagi sidang skripsi ""Ini serius mau jualan ?"" dan yg buat kecewa selain pengiriman lama dn berubah status isi 16GB yg sudah terpakai tersebut bila di format hanya 3.89GB. ini serius beli 16GB yg d dapat cmn 3.89GB. Lazada tolonglah di bantu mengenai seler sprti ini. kita bukan cuman sekedar cari murah tapi jg kualitas.",1,kirim lama pada estimasi belum akan sampai hari senin feb tapi ada notif pesan di batal kemudian pesan ubah schedule kirim tgl feb dan sampai pas hari sabtu feb review barang saya beli yg gb free gb tapi sayang gb sudah di pakai dan di dalam sudah ada isi photo orang yang lagi sidang skripsi ini serius mau jual dan yg buat kecewa selain kirim lama dn ubah status isi gb yg sudah pakai sebut bila di format hanya gb ini serius beli gb yg d dapat cmn gb lazada tolong di bantu kena seler sprti ini kita bukan cuman dar cari murah tapi jg kualitas
12077,"tidak sesuai dengan apa yang dipesan , seharusnya 16, 16 sama 8 gb tapi jadi 32, 16 gb tapi gak apa lah, packingnya rapi kurirnya ramah , thnks lazada",2,tidak sesuai dengan apa yang pes harus sama gb tapi jadi gb tapi gak apa lah packingnya rapi kurir ramah thnks lazada
12078,"flashdisk yg 16GB tidak dapat dipergunakan. awalnya minta format, setelah dilakukan format ternyata tidak bisa. akhir nya tidak dapat dipergunakan",1,flashdisk yg gb tidak dapat guna awal minta format telah laku format nyata tidak bisa akhir nya tidak dapat guna
12080,Masa flashdisk 16gb terbaca 8 mb lihat screenshoot abal2 nih gak bisa di format pula tu,1,masa flashdisk gb baca mb lihat screenshoot abal nih gak bisa di format pula tu
12082,16gb dan 32 gb. 50rb yg merugikan. krna akhirnya tdk bisa dipakai. sma sekalii..,1,gb dan gb rb yg rugi krna akhir tdk bisa pakai sma sekali
12083,"barang di kemas dengan rapi, tapi barang mungkin yang saya terima cacat. saat akan menindahkan file setelah di save data kembali hilang dan saat saya sambungkan ke tv file tidak di dukung tp saat saya memakai FD Toshiba milik mama saya dapat tersambung.",2,barang di kemas dengan rapi tapi barang mungkin yang saya terima cacat saat akan menindahkan file telah di save data kembali hilang dan saat saya sambung ke tv file tidak di dukung tp saat saya pakai fd toshiba milik mama saya dapat sambung
12085,"packing rapih, tapi beberapa dokumen yang sudah dipindahkan tidak bisa terbaca saat dibuka dan diputar👎",2,packing rapih tapi beberapa dokumen yang sudah pindah tidak bisa baca saat buka dan putar
12087,Perangkat nya jelek. Kualitas nya gak bagus.. Bisa salin file tapi ketika file ya diakses dari flashdisk gak bisa dibuka alias korup. Ini merupakan penipuan,1,perangkat nya jelek kualitas nya gak bagus bisa salin file tapi ketika file ya akses dari flashdisk gak bisa buka alias korup ini rupa tipu
12089,trimakasih barang nyampe dengan cepat packing nya jg rapi,1,trimakasih barang nyampe dengan cepat packing nya jg rapi
12095,"Kualitas kurang bagus, harga memang tidak pernah bohong. Not recommended",1,kualitas kurang bagus harga memang tidak pernah bohong not recommended
12102,flashdisknya tidak bisa d pakai :),2,flashdisknya tidak bisa d pakai
12104,"Kedua barang ga ke pake,,,KICIWA",1,dua barang ga ke pakekiciwa
12106,barang sampe lama bener beda sama estimasi,1,barang sampe lama bener beda sama estimasi
12192,ini flasdisk opo!!!!  flasdisk kok ora iso di buka isi filenya!!!... buang2 uang ae.,1,ini flasdisk opo flasdisk kok ora iso di buka isi filenya buang uang ae
12246,tulisan nya buy 1 get 1 tapi yang dikirim satu aja ... sungguh kecewa di bohongin begini,1,tulis nya buy get tapi yang kirim satu aja sungguh kecewa di bohongin begini
